"tweet_date_created","tweet_id","tweet_text","language","sentiment","sentiment_score"
"2018-08-11T14:38:37.289000","1028289590136844289","38' #Huddersfield 0-1 #Chelsea | A LA CRUCETA BILLING!!! Remate inapelable de cabeza del centrocampista que se estrella en la madera! #PremierLeague","es","NEUTRAL","{""Neutral"":0.630563318729400634765625,""Negative"":0.2660846710205078125,""Positive"":0.06805939972400665283203125,""Mixed"":0.035292632877826690673828125}"
"2018-07-13T08:00:13.721000","1017680081903390721","Lucas #Torreira, jugador de #URU, ha fichado por el #Arsenal. Un fichaje interesante para #Emery. En este artículo se analiza cómo juega y qué función podría tener con los gunners. Via @BTLvid https://t.co/H1icsIT5Gf https://t.co/RDAbYxYHSB","es","NEUTRAL","{""Neutral"":0.81274068355560302734375,""Negative"":0.010079414583742618560791015625,""Positive"":0.16269321739673614501953125,""Mixed"":0.0144867002964019775390625}"
"2018-07-19T16:36:47.610000","1019984407027908610",".@FulhamFC buscará fortalecer sus líneas e irá por la compra del pase de Aleksandar Mitrovic (del @NUFC) a quién ya tuvo en la segunda parte de la temporada pasada. ? https://t.co/0IErnsf26V https://t.co/hDbGIPYVeg","es","NEUTRAL","{""Neutral"":0.837098896503448486328125,""Negative"":0.039467155933380126953125,""Positive"":0.1079501211643218994140625,""Mixed"":0.01548381149768829345703125}"
"2018-07-29T05:09:06.640000","1023435223441264640","El Rose Bowl Stadium no se quedó atrás con la cantidad de gente. 66050 espectadores en el encuentro entre #Barcelona y #Tottenham. https://t.co/7Va3HrXKnl","es","NEUTRAL","{""Neutral"":0.85210573673248291015625,""Negative"":0.072512559592723846435546875,""Positive"":0.0522506199777126312255859375,""Mixed"":0.02313105762004852294921875}"
"2018-09-16T16:56:17.472000","1041370199566569472","#LigaPremierTD ¡Termina el partido! El @WestHamUtd ya conoce la victoria en la @premierleague . Le pega de visita al @Everton https://t.co/R2pX29Hd7g","es","NEUTRAL","{""Neutral"":0.817901670932769775390625,""Negative"":0.106536172330379486083984375,""Positive"":0.045084111392498016357421875,""Mixed"":0.0304781012237071990966796875}"
"2018-07-17T15:10:48.848000","1019237992563662848","@AntonioViv10 @ManUtd Parece como de entrenamiento pero es bonita","es","NEUTRAL","{""Neutral"":0.4533162415027618408203125,""Negative"":0.14123682677745819091796875,""Positive"":0.3091302216053009033203125,""Mixed"":0.09631671011447906494140625}"
"2018-06-16T12:02:50","1007956663914070019","@FabianBecerraG ¿Qué me dice de Pogba? Si el @ManUtd pagó más de 100 millones de euros por él, Busquets es impagable.","es","NEUTRAL","{""Neutral"":0.921361446380615234375,""Negative"":0.0472774766385555267333984375,""Positive"":0.019474811851978302001953125,""Mixed"":0.011886256746947765350341796875}"
"2018-08-27T14:05:12.216000","1034079385396105216","@sergiogunner23 Todos esos y más son los argumentos que doy cuando alguien me pregunta por qué sigo al @Arsenal y a ningún equipo chileno","es","NEUTRAL","{""Neutral"":0.66452705860137939453125,""Negative"":0.08774220943450927734375,""Positive"":0.1998294293880462646484375,""Mixed"":0.0479013025760650634765625}"
"2018-08-05T12:49:05.576000","1026087697386008576","Hoy se vera si vamos por buen camino, faltan muchos jugadores, vamos con todo #Chelsea 

#CFCes #CommunityShield ??","es","POSITIVE","{""Neutral"":0.42622673511505126953125,""Negative"":0.026789762079715728759765625,""Positive"":0.491643011569976806640625,""Mixed"":0.055340386927127838134765625}"
"2018-07-21T20:36:22.632000","1020769475715653632","?Acuerdo con el @ChelseaFC para el trespaso del jugador belga
Eden Hazard? 
#EnjoyHazard
#EnjoyBarça https://t.co/4cGIAFh63c","es","NEUTRAL","{""Neutral"":0.922971785068511962890625,""Negative"":0.02914419956505298614501953125,""Positive"":0.0409501008689403533935546875,""Mixed"":0.00693387351930141448974609375}"
"2018-06-13T00:55:18","1006701511378964481","Vamos!!!! Ya es la recta final Falta poco! A ganarla con #Decker30K #HereToCreate @adidasfootball @SebasDecker #MUFC #GGMU https://t.co/xCsd5DwJah","es","NEGATIVE","{""Neutral"":0.1925411522388458251953125,""Negative"":0.522831141948699951171875,""Positive"":0.120879434049129486083984375,""Mixed"":0.16374830901622772216796875}"
"2018-06-12T18:06:38","1006598666436558849","@Wolves Ya llegamos tío lobo, saludos a toda la afición bende sida de los lobos???","es","NEUTRAL","{""Neutral"":0.676677882671356201171875,""Negative"":0.00914236344397068023681640625,""Positive"":0.3036792278289794921875,""Mixed"":0.01050052605569362640380859375}"
"2018-07-19T19:20:10.080000","1020025521160110080","Nabil Fekir is set to be presented with the World Cup trophy ahead of  ?Ly?o?n?'s?  Liverpool's first game of the season at G?r?o?u?p?a?m?a? ?S?t?a?d?i?u?m? Anfield ?

#LFC? https://t.co/ooAQuAGD6m","es","NEUTRAL","{""Neutral"":0.945461928844451904296875,""Negative"":0.01935249380767345428466796875,""Positive"":0.02367602847516536712646484375,""Mixed"":0.0115095563232898712158203125}"
"2018-05-09T12:07:19","994187052852940800","Se jugó al día siguiente lo que restaba de partido. Esto le vino bien a los Reds porque #Shankly hizo una jugada maestra, viendo que los alemanes no dominaban el juego aéreo, quito a Brian Hall y puso a John Toshack que fue muy importante en la eliminatoria. #LFC https://t.co/UQrqvcmI1E","es","NEUTRAL","{""Neutral"":0.4289199411869049072265625,""Negative"":0.12297038733959197998046875,""Positive"":0.283343970775604248046875,""Mixed"":0.16476571559906005859375}"
"2018-04-25T12:07:44","989113728254775296","En estas épocas en que Union me hace doler el corazón, el Liverpool me recuerda que el futbol es hermoso.

No son ni comparables los sentimientos, pero así todo, sigo alegrandome por cada gol Red.

You Never Walk Alone #YNWA https://t.co/aw6n3L7OqK","es","POSITIVE","{""Neutral"":0.01340445689857006072998046875,""Negative"":0.013279028236865997314453125,""Positive"":0.939141750335693359375,""Mixed"":0.034174792468547821044921875}"
"2018-08-23T00:21:53.273000","1032422638776246273","@manjushriNL @LFC @puppiesfarm @JETAR9 @ununiversomejor @kittensfarm @japalian7 @loveover40 @SpreadBuddha @mandalabrfoz @ricercaolistica No habra fuerxa que destruya  al tibet u su dalai lama","es","NEUTRAL","{""Neutral"":0.872176706790924072265625,""Negative"":0.09442247450351715087890625,""Positive"":0.018829353153705596923828125,""Mixed"":0.0145713649690151214599609375}"
"2018-07-24T15:25:41.209000","1021778451349598209","@WestHamUtd @JackWilshere @F_Andersoon @Ing_Pellegrini Buen futuro con Felipe","es","POSITIVE","{""Neutral"":0.455279886722564697265625,""Negative"":0.008691462688148021697998046875,""Positive"":0.52102172374725341796875,""Mixed"":0.015006949193775653839111328125}"
"2018-09-09T00:48:48.584000","1038590008247107584","@pacochimalc @ESPNDeportes @Arsenal @realmadrid @Cruz_Azul_FC @ClubAmerica Muchos del Madrid aún tienen nivel para jugar con Gallos. Para que gastar en ""troncos"" cuando pueden contratar a estos exfutbolistas","es","NEUTRAL","{""Neutral"":0.866377651691436767578125,""Negative"":0.03031129948794841766357421875,""Positive"":0.088911406695842742919921875,""Mixed"":0.014399684965610504150390625}"
"2018-07-26T07:26:06.848000","1022382539124686848","@futbolTRASPASOS @ChelseaFC @Robert1Green Esto sí que es random","es","NEUTRAL","{""Neutral"":0.842397272586822509765625,""Negative"":0.082375995814800262451171875,""Positive"":0.0567547492682933807373046875,""Mixed"":0.0184719078242778778076171875}"
"2018-08-30T16:35:25.928000","1035204352582012928","@MoisesRuz @SevillaFC @Arsenal Esto es ya pa cagarse... “no hay negociaciones, pero que se lo están pensando...”","es","NEUTRAL","{""Neutral"":0.4836244881153106689453125,""Negative"":0.3575578629970550537109375,""Positive"":0.066895611584186553955078125,""Mixed"":0.091921947896480560302734375}"
"2018-08-09T13:52:22.984000","1027553174549417984","@VentoNacho @cristobaljccm @MartinMontoya__ @FulhamFC @valenciacf @plazadeportiva_ Pues de jugar en el Betis a jugar en el fulham ...con todos los respetos al fulham es una jodienda","es","NEUTRAL","{""Neutral"":0.767558872699737548828125,""Negative"":0.14792977273464202880859375,""Positive"":0.0599529556930065155029296875,""Mixed"":0.0245584286749362945556640625}"
"2018-07-25T17:59:10.856000","1022179465797881856","@ImagenTVDeporte @PabloCarrilloL @CH14_ @WestHamUtd @WestHamEspanol vamos a ver si el demuestra que puede ser bueno, cuando le dan confianza","es","NEUTRAL","{""Neutral"":0.603675663471221923828125,""Negative"":0.0437714867293834686279296875,""Positive"":0.3151156902313232421875,""Mixed"":0.0374371521174907684326171875}"
"2018-08-09T21:20:20.202000","1027665909421363202","NI UN DIA HA PASADO DE QUE CERRARON EL MERCADO EN INGLATERRA Y YA ESTAN TIRANDO NOTICIAS DE FEKIR AL LIVERPOOL EN ENERO.
HAY BALAS PARA TODOS USTEDES SI NO LLEGA EL CAMPEÓN DEL MUNDO @LFC https://t.co/sRu9ou2GcT","es","NEGATIVE","{""Neutral"":0.275721848011016845703125,""Negative"":0.6375720500946044921875,""Positive"":0.0203274078667163848876953125,""Mixed"":0.066378675401210784912109375}"
"2018-09-01T14:34:41.168000","1035898744456327168","@SpursOfficial Que bien por Sonny, los spurs no podian perder semejante jugador","es","NEUTRAL","{""Neutral"":0.4077998697757720947265625,""Negative"":0.2749868333339691162109375,""Positive"":0.18858022987842559814453125,""Mixed"":0.1286331117153167724609375}"
"2018-08-07T14:39:03.320000","1026840147864760320","¡Bombazo! @ChelseaFC está cerca de quitarle el portero soñado al @realmadrid  https://t.co/hCgoTPyCjS","es","NEUTRAL","{""Neutral"":0.868635714054107666015625,""Negative"":0.0197186879813671112060546875,""Positive"":0.103167451918125152587890625,""Mixed"":0.0084781534969806671142578125}"
"2018-08-05T20:15:06.058000","1026199943231533058","#Deportes | El defensor colombiano está cerca de fichar con @Everton de Inglaterra, equipo que estaría dispuesto a pagar 32 millones de euros por el zaguero.

https://t.co/tdiQkNnhBD","es","NEUTRAL","{""Neutral"":0.863283634185791015625,""Negative"":0.0987196862697601318359375,""Positive"":0.0214806012809276580810546875,""Mixed"":0.01651606895029544830322265625}"
"2018-09-14T12:18:27.977000","1040575503013502977","@luisferpo @WatfordFC Luifer que papel es ?? Ya van 2 años con lo mismo ? No será otra cosa,?","es","NEUTRAL","{""Neutral"":0.4884908497333526611328125,""Negative"":0.411409854888916015625,""Positive"":0.049789376556873321533203125,""Mixed"":0.0503098703920841217041015625}"
"2018-08-09T11:52:46.256000","1027523077490528256","@rafreiria @TopoBalaidos @CardiffCityFC Vivi y Vivo en Inglaterra toda mi vida. Así que mejor te callas antes de salir con idioteces. El Charlton estuvo en la Premier, su estadio es de 20.000 y se situa en Londres, ciudad con 8 millones de ciudadanos. Que inmigrantes? De que hablas?","es","NEUTRAL","{""Neutral"":0.86673462390899658203125,""Negative"":0.011563698761165142059326171875,""Positive"":0.106991671025753021240234375,""Mixed"":0.014709924347698688507080078125}"
"2018-09-08T22:43:21.591000","1038558435577667591","Esta banda quiere y quiere, se ganó con 2 de menos, mucho huevo!??? #CLFC https://t.co/2dadTmbCf4","es","POSITIVE","{""Neutral"":0.3030088245868682861328125,""Negative"":0.02265246026217937469482421875,""Positive"":0.6432182788848876953125,""Mixed"":0.031120441854000091552734375}"
"2018-08-04T10:12:27.288000","1025685889811468288","@_Pedro17_ @ChelseaFC Eres UM fenómeno aver cuando gran equipo como los culés","es","NEUTRAL","{""Neutral"":0.719918191432952880859375,""Negative"":0.02009539119899272918701171875,""Positive"":0.2447352707386016845703125,""Mixed"":0.015251100063323974609375}"
"2018-08-20T03:04:32.544000","1031376407841132544","@ESPNDeportes @ManUtd Hace rato que deberian despedir a jose. Ba a llevar al united al descenso","es","NEUTRAL","{""Neutral"":0.777343332767486572265625,""Negative"":0.11691386997699737548828125,""Positive"":0.080151535570621490478515625,""Mixed"":0.02559126727283000946044921875}"
"2018-08-09T03:19:33.968000","1027393919838035968","mana alderweireld, mana alex sandro, mana maguireeeeeee @manutd","es","NEUTRAL","{""Neutral"":0.885880947113037109375,""Negative"":0.0461846478283405303955078125,""Positive"":0.058093540370464324951171875,""Mixed"":0.0098407752811908721923828125}"
"2018-09-13T22:15:00.977000","1040363241178750977","Ya podéis consultas mis 4 pronósticos en @legalbet_es para el próximo fin de semana:

?? #Valencia-#RealBetis.
??????? #Chelsea-#Cardiff.
?? #AthleticClub-#RealMadrid.
??????? #Watford-#ManUnited.

https://t.co/8W2Sp7zaLc","es","NEUTRAL","{""Neutral"":0.939715921878814697265625,""Negative"":0.0059692510403692722320556640625,""Positive"":0.0476587377488613128662109375,""Mixed"":0.00665610469877719879150390625}"
"2018-08-11T13:31:43.625000","1028272752942362625","#Newcastle se vio más lento desde que el técnico español sustituyó a Matt Ritchie por Christian Atsu. Por el #Tottenham Dele Alli con el gol de la victoria, marca por segundo año consecutivo de visita ante sus rivales de hoy.","es","NEUTRAL","{""Neutral"":0.95557308197021484375,""Negative"":0.02738796733319759368896484375,""Positive"":0.008346081711351871490478515625,""Mixed"":0.008692990057170391082763671875}"
"2018-08-01T23:52:16.384000","1024805042346512384","?? El #OlympiqueLyon ha fichado al delantero inglés Reo Griffiths (18 | #Tottenham) como agente libre. Firma hasta junio de 2022. https://t.co/NS92aSzYVw","es","NEUTRAL","{""Neutral"":0.97606432437896728515625,""Negative"":0.0045094718225300312042236328125,""Positive"":0.0172135867178440093994140625,""Mixed"":0.0022125798277556896209716796875}"
"2018-07-19T21:51:33.690000","1020063620980338690","Oigan, Alisson Becker (el portero de Brasil al que todos le estaban haciendo hijos) ya es Red, qué precioso ? #LFC","es","POSITIVE","{""Neutral"":0.33277857303619384765625,""Negative"":0.009015592746436595916748046875,""Positive"":0.632889926433563232421875,""Mixed"":0.02531586028635501861572265625}"
"2018-08-01T00:26:31.608000","1024451272647364608","@ManUtd @realmadrid @Alexis_Sanchez @DarmianOfficial Gooooool del chileno 
@Alexis_Sanchez los pone arriba","es","NEUTRAL","{""Neutral"":0.903680860996246337890625,""Negative"":0.054399587213993072509765625,""Positive"":0.02892240323126316070556640625,""Mixed"":0.012997127138078212738037109375}"
"2018-08-07T21:21:00.472000","1026941303207145472","?¡QUIERE IRSE AL MADRID SÍ O SÍ!?
#Courtois se ESCAPÓ de los entrenamientos del #Chelsea y no se ha presentado (FOTO)
¿HABRÁ CASTIGO?
DETALLES ?? https://t.co/T5NYTgMNl4 https://t.co/G14lkJJVs8","es","NEUTRAL","{""Neutral"":0.831876218318939208984375,""Negative"":0.128588378429412841796875,""Positive"":0.012716233730316162109375,""Mixed"":0.026819251477718353271484375}"
"2018-07-09T02:42:27.096000","1016150560804868096","@Alandrops @FichajeGoleador @WestHamEspanol @whufc_japan @WestHamUtd @whufc_indonesia @ArsenalGoleador @whufc_malaysia @OfficialAFC_ES Si ya sabía, también regresa Payet Dios","es","NEUTRAL","{""Neutral"":0.8924372196197509765625,""Negative"":0.0386375375092029571533203125,""Positive"":0.0529557801783084869384765625,""Mixed"":0.01596948690712451934814453125}"
"2018-07-18T20:57:52.746000","1019687720921247746","@Wiinker7 @ralvarado96 Lo raro es que a nosotros no nos importa lo que haga su equipo ! Y ustedes hablando como siempre de papá @LFC  
Como siempre ! No pasa nada nunca caminan solos siempre van a ser nuestros hijos favoritos ??","es","NEUTRAL","{""Neutral"":0.66315364837646484375,""Negative"":0.051900394260883331298828125,""Positive"":0.23242883384227752685546875,""Mixed"":0.052517123520374298095703125}"
"2018-08-09T15:04:17.424000","1027571274615271424","OFICIAL:
 El defensa Colombiano Yerry Mina, Es nuevo refuerzo del @Everton de #EPL.El traspaso por el @FCBarcelona fue de 32M€     https://t.co/Nr4cfKG0M9","es","NEUTRAL","{""Neutral"":0.863101065158843994140625,""Negative"":0.092326410114765167236328125,""Positive"":0.02740544639527797698974609375,""Mixed"":0.0171670280396938323974609375}"
"2018-09-04T08:20:52.344000","1036891835602489344","@valenciacf @juventusfc @BSC_YB @ManUtd ANNOUCE ENTRADAS PARA VISITANTES FUERA DE CASA.","es","NEUTRAL","{""Neutral"":0.917574584484100341796875,""Negative"":0.02463508956134319305419921875,""Positive"":0.0492691099643707275390625,""Mixed"":0.008521170355379581451416015625}"
"2018-09-18T20:19:05.624000","1042146010586394624","@MiloDPase @LFC @ynwapedro ¿Quién es ese chico? ? No me lo han presentado.","es","NEUTRAL","{""Neutral"":0.821048259735107421875,""Negative"":0.09785260260105133056640625,""Positive"":0.0486447922885417938232421875,""Mixed"":0.03245441615581512451171875}"
"2018-09-01T13:04:25.448000","1035876029338984448","? #Cronómetro
? #PremierLeague
? Jornada 4
? Londres
? Olímpico de Londres
? ? #WestHam #Wolverhampton ?

? ¿Qué mexicano destacará más en el partido?

? RT: Raúl Jiménez
? MG: Chicharito Hernández
? Opina https://t.co/NBMVkmb9iq","es","NEUTRAL","{""Neutral"":0.994339287281036376953125,""Negative"":0.0006512142135761678218841552734375,""Positive"":0.004210718907415866851806640625,""Mixed"":0.0007988486322574317455291748046875}"
"2018-05-21T19:55:36","998653556881272833","Mirad putos gilipollas @Arsenal como os desagais del viejo cadáver decrépito fracasado francés de Wenger para traer al puto perdedor arruinador de fábricas de gominas de Emery my voy a cagar tan alto en la puta que voy a parar las manijas del puto Big Ben
INÚTILES DE LOS COJONES","es","NEGATIVE","{""Neutral"":0.20790316164493560791015625,""Negative"":0.736532390117645263671875,""Positive"":0.0351336412131786346435546875,""Mixed"":0.02043080888688564300537109375}"
"2018-08-18T17:01:07.048000","1030862165367042048","@CristianT0rres @Arsenal El Arsenal es más amarillo que el deportivo Cali","es","NEUTRAL","{""Neutral"":0.845625698566436767578125,""Negative"":0.07051198184490203857421875,""Positive"":0.064268648624420166015625,""Mixed"":0.01959365420043468475341796875}"
"2018-07-29T14:28:51.202000","1023576088721715202","@fercaastro_ @LP10oficial @Arsenal @IntChampionsCup con su prima","es","NEUTRAL","{""Neutral"":0.876633822917938232421875,""Negative"":0.02236225269734859466552734375,""Positive"":0.09298782050609588623046875,""Mixed"":0.008016130886971950531005859375}"
"2018-08-18T07:49:36.881000","1030723370688634881","??SÁBADO DE PREMIER LEAGUE??
?: Jornada 2 de 38 (sábado)

#Cardiff vs #Newcastle
#Everton vs #Southampton 
#Leicester vs #Wolves
#Tottenham vs #Fulham
#WestHam vs #Bournemouth

??: #CHELSEA vs #ARSENAL

?: Horario?? (imagen) 
-6????????
-5????
-4??
+1?? https://t.co/Y7KKDLKUSZ","es","NEUTRAL","{""Neutral"":0.97464120388031005859375,""Negative"":0.000144725156133063137531280517578125,""Positive"":0.023999370634555816650390625,""Mixed"":0.0012146788649260997772216796875}"
"2018-08-11T20:00:01.432000","1028370471467794432","#11Ago #SalomónRondón debutó este sábado con #Newcastle #Deportes #TottenhamHotspur https://t.co/mYASAxrxqK https://t.co/AHGuf7d0zp","es","NEUTRAL","{""Neutral"":0.95322597026824951171875,""Negative"":0.0048330039717257022857666015625,""Positive"":0.039038576185703277587890625,""Mixed"":0.0029024225659668445587158203125}"
"2018-07-31T14:10:45.593000","1024296312051822593","Según diversos medios, 3 clubes de la #Bundesliga estarían interesados en contar con Aarón Martín (#RCDEspanyol), Moses Kean (#Juventus) y Brahim Díaz (#ManchesterCity). Se les relaciona con #Mainz05, #EintrachtFrankfurt y #BVB respectivamente. https://t.co/EQI9xATZfu","es","NEUTRAL","{""Neutral"":0.987276613712310791015625,""Negative"":0.00316987955011427402496337890625,""Positive"":0.007687960751354694366455078125,""Mixed"":0.00186556973494589328765869140625}"
"2018-08-05T21:56:10.368000","1026225375016378368","@NicoShortman @Arsenal Lo sé, mi respuesta era por la pregunta que hiciste ?","es","NEUTRAL","{""Neutral"":0.832237422466278076171875,""Negative"":0.11362315714359283447265625,""Positive"":0.03764955699443817138671875,""Mixed"":0.01648990996181964874267578125}"
"2018-09-01T17:05:09.712000","1035936609840115712","Excelente asistencia de #SalomonRondon para que #Yedlin empate el partido #ManCity vs #Newcastle 1-1 min. 31. #PremierLeague #LaVinotinto","es","POSITIVE","{""Neutral"":0.4654140472412109375,""Negative"":0.0030507282353937625885009765625,""Positive"":0.515935003757476806640625,""Mixed"":0.015600233338773250579833984375}"
"2018-08-06T12:28:22.440000","1026444870859325440","@MrSnazzy22 @MadridistaDeBie @hazardeden10 Tienes razón. Igual si les hacen falta cracks les vendemos a mayoral y Don RDT a buen precio, mira tremenda ganga. @ChelseaFC","es","POSITIVE","{""Neutral"":0.113959200680255889892578125,""Negative"":0.01936106197535991668701171875,""Positive"":0.797965943813323974609375,""Mixed"":0.06871378421783447265625}"
"2018-08-06T19:15:34.817000","1026547346111266817","@Independiente @pumafootball Pantalones y medias negras? @ManUtd creo que le hablan a usted! #BastaDePUMA https://t.co/pYmawwVnuG","es","NEUTRAL","{""Neutral"":0.795645177364349365234375,""Negative"":0.06401447951793670654296875,""Positive"":0.11336617171764373779296875,""Mixed"":0.0269741974771022796630859375}"
"2018-08-09T13:29:56.232000","1027547527707615232","@RojaDirectaTW @marca @Everton en Inglaterra lo dan por hecho hace horas ?","es","NEUTRAL","{""Neutral"":0.753483831882476806640625,""Negative"":0.094190128147602081298828125,""Positive"":0.1337520182132720947265625,""Mixed"":0.018573947250843048095703125}"
